record_id,run_id,database_scope,retrieval_source,retrieval_method,query_id,query_text,source_record_id,title,title_normalized,abstract,authors,first_author,publication_date,year,updated_date,doi,doi_normalized,arxiv_id,publisher,container_title,document_type,issn,isbn,volume,issue,pages,subjects,categories,license,is_open_access,landing_page_url,abstract_url,pdf_url,raw_source_file,retrieved_at_utc,relevance_score,positive_matches,negative_matches,score_explanation,topic_class,publisher_validation,publisher_validation_reason,duplicate_group_id,merged_sources,screening_status,exclusion_reason,notes,legacy_notebook_source,legacy_notebook_included,legacy_notebook_relevance_score,legacy_notebook_topic_class,legacy_notebook_query,retrieval_status,contains_quantum_term,contains_diffusion_model_term,contains_generative_term,contains_quantum_computing_context,contains_physical_diffusion_only,contains_schrodinger_only,contains_score_matching_in_unrelated_context,crossref_query_match_quality,all_sources,all_query_ids,all_source_record_ids,arxiv_source,ieee_crossref_source,springer_crossref_source,preprint_publication_link
2026-07-09T184559Z_780688a_R001216,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/tac.2021.3131097,Dynamic Programming and a Verification Theorem for the Recursive Stochastic Control Problem of Jump-Diffusion Models With Random Coefficients,dynamic programming and a verification theorem for the recursive stochastic control problem of jump diffusion models with random coefficients,,Jun Moon; Tamer Basar,Jun Moon,2022-12-01,2022,2022-12-26,10.1109/tac.2021.3131097,10.1109/tac.2021.3131097,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Automatic Control,journal-article,0018-9286; 1558-2523; 2334-3303,,67,12,6474-6488,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/tac.2021.3131097,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page0.json.gz,2026-07-09T18:46:36.698516+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D00820,IEEE,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,IEEE,Q06; Q07,10.1109/tac.2021.3131097,False,True,False,False
2026-07-09T184559Z_780688a_R001223,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/cvpr52734.2025.02161,Reconciling Stochastic and Deterministic Strategies for Zero-shot Image Restoration using Diffusion Model in Dual,reconciling stochastic and deterministic strategies for zero shot image restoration using diffusion model in dual,,Chong Wang; Lanqing Guo; Zixuan Fu; Siyuan Yang; Hao Cheng; Alex C. Kot; Bihan Wen,Chong Wang,2025-06-10,2025,2025-08-13,10.1109/cvpr52734.2025.02161,10.1109/cvpr52734.2025.02161,,IEEE,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,,,,,23207-23216,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/cvpr52734.2025.02161,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page0.json.gz,2026-07-09T18:46:36.698634+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D00827,IEEE,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,IEEE,Q06; Q07,10.1109/cvpr52734.2025.02161,False,True,False,False
2026-07-09T184559Z_780688a_R001237,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/jstars.2026.3680214,Spatial Interpolation of DEM With Stochastic Differential Equations-Based Diffusion Model,spatial interpolation of dem with stochastic differential equations based diffusion model,,Ziqiang Huo; Zhengjian Li; Desheng Chen; Meng Xi; Jingyi He; Jiabao Wen; Jiachen Yang,Ziqiang Huo,2026-01-01,2026,2026-04-22,10.1109/jstars.2026.3680214,10.1109/jstars.2026.3680214,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal-article,1939-1404; 2151-1535,,19,,12480-12493,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,True,https://doi.org/10.1109/jstars.2026.3680214,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page0.json.gz,2026-07-09T18:46:36.698871+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D00841,IEEE,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,IEEE,Q06; Q07,10.1109/jstars.2026.3680214,False,True,False,False
2026-07-09T184559Z_780688a_R001238,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/tmi.2025.3553805,Fourier Diffusion Models: A Method to Control MTF and NPS in Score-Based Stochastic Image Generation,fourier diffusion models a method to control mtf and nps in score based stochastic image generation,,Matthew Tivnan; Jacopo Teneggi; Tzu-Cheng Lee; Ruoqiao Zhang; Kirsten Boedeker; Liang Cai; Grace J. Gang; Jeremias Sulam; J. Webster Stayman,Matthew Tivnan,2025-09-01,2025,2025-09-17,10.1109/tmi.2025.3553805,10.1109/tmi.2025.3553805,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Medical Imaging,journal-article,0278-0062; 1558-254X,,44,9,3694-3704,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/tmi.2025.3553805,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page0.json.gz,2026-07-09T18:46:36.698892+00:00,15.0,diffusion:3; \bdiffusion model(s)?\b:6; \bscore[- ]based\b:6,,score=15; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D00842,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q06; Q07,10.1109/tmi.2025.3553805,False,True,False,False
2026-07-09T184559Z_780688a_R001239,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/tmi.2023.3335339,Notice of Removal: Fourier Diffusion Models: A Method to Control MTF and NPS in Score-Based Stochastic Image Generation,notice of removal fourier diffusion models a method to control mtf and nps in score based stochastic image generation,,Matthew Tivnan; Jacopo Teneggi; Tzu-Cheng Lee; Ruoqiao Zhang; Kirsten Boedeker; Liang Cai; Grace J. Gang; Jeremias Sulam; J. Webster Stayman,Matthew Tivnan,2024-01-01,2024,2024-02-07,10.1109/tmi.2023.3335339,10.1109/tmi.2023.3335339,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Medical Imaging,journal-article,0278-0062; 1558-254X,,,,1-1,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/tmi.2023.3335339,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page0.json.gz,2026-07-09T18:46:36.698913+00:00,15.0,diffusion:3; \bdiffusion model(s)?\b:6; \bscore[- ]based\b:6,,score=15; positives=3; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D00843,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q06; Q07,10.1109/tmi.2023.3335339,False,True,False,False
2026-07-09T184559Z_780688a_R001258,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/hpca51647.2021.00026,Faster Schrödinger-style simulation of quantum circuits,faster schrodinger style simulation of quantum circuits,,Aneeqa Fatima; Igor L. Markov,Aneeqa Fatima,2021-02-01,2021,2022-07-09,10.1109/hpca51647.2021.00026,10.1109/hpca51647.2021.00026,,IEEE,2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),proceedings-article,,,,,194-207,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/hpca51647.2021.00026,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page1.json.gz,2026-07-09T18:46:39.974925+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D00862,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,True,False,low,IEEE,Q06; Q17,10.1109/hpca51647.2021.00026,False,True,False,False
2026-07-09T184559Z_780688a_R001265,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/ipdpsw59300.2023.00078,Q2Logic: A Coarse-Grained FPGA Overlay targeting Schrödinger Quantum Circuit Simulations,q2logic a coarse grained fpga overlay targeting schrodinger quantum circuit simulations,,Artur Podobas,Artur Podobas,2023-05-01,2023,2023-08-28,10.1109/ipdpsw59300.2023.00078,10.1109/ipdpsw59300.2023.00078,,IEEE,2023 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),proceedings-article,,,,,460-467,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/ipdpsw59300.2023.00078,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page1.json.gz,2026-07-09T18:46:39.975041+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D00869,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,True,False,low,IEEE,Q06; Q17,10.1109/ipdpsw59300.2023.00078,False,True,False,False
2026-07-09T184559Z_780688a_R001288,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q06,"""stochastic Schrödinger diffusion""",10.1109/qce52317.2021.00037,Hybrid Schrödinger-Feynman Simulation of Quantum Circuits With Decision Diagrams,hybrid schrodinger feynman simulation of quantum circuits with decision diagrams,,Lukas Burgholzer; Hartwig Bauer; Robert Wille,Lukas Burgholzer,2021-10-01,2021,2022-07-09,10.1109/qce52317.2021.00037,10.1109/qce52317.2021.00037,,IEEE,2021 IEEE International Conference on Quantum Computing and Engineering (QCE),proceedings-article,,,,,199-206,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/qce52317.2021.00037,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q06_10_1109_page1.json.gz,2026-07-09T18:46:39.975392+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D00892,IEEE,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,True,False,low,IEEE,Q06; Q17,10.1109/qce52317.2021.00037,False,True,False,False
2026-07-09T184559Z_780688a_R001358,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q07,"""stochastic Schrodinger diffusion""",10.1109/nss/mic/rtsd57108.2024.10657633,PET Image Denoising based on Diffusion Schrodinger Bridge Model,pet image denoising based on diffusion schrodinger bridge model,,S. Yoon; Y. Wang; Y.-D. Son; Q. Li; K. Kim,S. Yoon,2024-10-26,2024,2024-12-16,10.1109/nss/mic/rtsd57108.2024.10657633,10.1109/nss/mic/rtsd57108.2024.10657633,,IEEE,"2024 IEEE Nuclear Science Symposium (NSS), Medical Imaging Conference (MIC) and Room Temperature Semiconductor Detector Conference (RTSD)",proceedings-article,,,,,1-1,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/nss/mic/rtsd57108.2024.10657633,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q07_10_1109_page0.json.gz,2026-07-09T18:46:43.184367+00:00,7.0,diffusion:3; \bschr[oö]dinger bridge\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D00958,IEEE,not_screened,,,False,False,,,,retrieved,False,False,True,False,False,False,False,low,IEEE,Q07; Q17; Q18,10.1109/nss/mic/rtsd57108.2024.10657633,False,True,False,False
2026-07-09T184559Z_780688a_R001568,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/iaeac65194.2025.11166116,A Waveform Generative Diffusion Model of Unknown Radio Signal,a waveform generative diffusion model of unknown radio signal,,Zhengang Zhai,Zhengang Zhai,2025-08-08,2025,2026-04-18,10.1109/iaeac65194.2025.11166116,10.1109/iaeac65194.2025.11166116,,IEEE,"2025 IEEE 8th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",proceedings-article,,,,,394-399,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/iaeac65194.2025.11166116,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671812+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01000,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08; Q09,10.1109/iaeac65194.2025.11166116,False,True,False,False
2026-07-09T184559Z_780688a_R001569,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/icce63647.2025.10930103,Diffusion Model-Based Generative Pipeline for Children Song Video,diffusion model based generative pipeline for children song video,,Sanghyuck Lee; Timur Khairulov; Jaesung Lee,Sanghyuck Lee,2025-01-11,2025,2025-03-27,10.1109/icce63647.2025.10930103,10.1109/icce63647.2025.10930103,,IEEE,2025 IEEE International Conference on Consumer Electronics (ICCE),proceedings-article,,,,,1-5,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icce63647.2025.10930103,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671827+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01001,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08; Q09,10.1109/icce63647.2025.10930103,False,True,False,False
2026-07-09T184559Z_780688a_R001570,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/tgrs.2024.3476345/v2/response1,"Author response for ""Generative Diffusion Model for Seismic Imaging Improvement of Sparsely Acquired Data and Uncertainty Quantification""",author response for generative diffusion model for seismic imaging improvement of sparsely acquired data and uncertainty quantification,,"Shi, Xingchen; Cheng, Shijun; Mao, Weijian; Ouyang, Wei","Shi, Xingchen",2024-09-19,2024,2025-10-21,10.1109/tgrs.2024.3476345/v2/response1,10.1109/tgrs.2024.3476345/v2/response1,,Institute of Electrical and Electronics Engineers (IEEE),,peer-review,,,,,,,,,,https://doi.org/10.1109/tgrs.2024.3476345/v2/response1,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671844+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01002,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08; Q09,10.1109/tgrs.2024.3476345/v2/response1,False,True,False,False
2026-07-09T184559Z_780688a_R001572,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/mprv.2026.3698107,"Intuitively, What is Happening Inside a (Diffusion/Flow) Generative Model?",intuitively what is happening inside a diffusion flow generative model,,Shyam Golakotta; Romit Roy Choudhury,Shyam Golakotta,2026-01-01,2026,2026-07-08,10.1109/mprv.2026.3698107,10.1109/mprv.2026.3698107,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Pervasive Computing,journal-article,1536-1268; 1558-2590,,,,35-42,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/mprv.2026.3698107,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671877+00:00,7.0,diffusion:3; \bgenerative model(s)?\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01004,IEEE,not_screened,,,False,False,,,,retrieved,False,False,True,False,False,False,False,low,IEEE,Q08,10.1109/mprv.2026.3698107,False,True,False,False
2026-07-09T184559Z_780688a_R001573,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/vtc2025-spring65109.2025.11174670,Generative CKM Construction Using Partially Observed Data with Diffusion Model,generative ckm construction using partially observed data with diffusion model,,Shen Fu; Zijian Wu; Di Wu; Yong Zeng,Shen Fu,2025-06-17,2025,2025-10-01,10.1109/vtc2025-spring65109.2025.11174670,10.1109/vtc2025-spring65109.2025.11174670,,IEEE,2025 IEEE 101st Vehicular Technology Conference (VTC2025-Spring),proceedings-article,,,,,1-5,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/vtc2025-spring65109.2025.11174670,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671894+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01005,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/vtc2025-spring65109.2025.11174670,False,True,False,False
2026-07-09T184559Z_780688a_R001574,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/ijcnn60899.2024.10649946,SSIE-Diffusion: Personalized Generative Model for Subject-Specific Image Editing,ssie diffusion personalized generative model for subject specific image editing,,Lin Guo; Meiling Liu; Kaiqun Fu; Jiyun Zhou,Lin Guo,2024-06-30,2024,2024-09-10,10.1109/ijcnn60899.2024.10649946,10.1109/ijcnn60899.2024.10649946,,IEEE,2024 International Joint Conference on Neural Networks (IJCNN),proceedings-article,,,,,1-8,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/ijcnn60899.2024.10649946,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671910+00:00,7.0,diffusion:3; \bgenerative model(s)?\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01006,IEEE,not_screened,,,False,False,,,,retrieved,False,False,True,False,False,False,False,low,IEEE,Q08,10.1109/ijcnn60899.2024.10649946,False,True,False,False
2026-07-09T184559Z_780688a_R001575,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/icsp69961.2026.11540810,3D Porous Media Reconstruction via a Hybrid Diffusion Model and Generative Adversarial Network,3d porous media reconstruction via a hybrid diffusion model and generative adversarial network,,Hongwei Yang,Hongwei Yang,2026-04-17,2026,2026-06-05,10.1109/icsp69961.2026.11540810,10.1109/icsp69961.2026.11540810,,IEEE,2026 11th International Conference on Intelligent Computing and Signal Processing (ICSP),proceedings-article,,,,,94-97,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icsp69961.2026.11540810,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671925+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01007,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/icsp69961.2026.11540810,False,True,False,False
2026-07-09T184559Z_780688a_R001576,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/icetci57876.2023.10176578,A generative target detection algorithm based on diffusion model,a generative target detection algorithm based on diffusion model,,Dan Wang; Xiaoya Li; Feng Li,Dan Wang,2023-05-26,2023,2023-08-07,10.1109/icetci57876.2023.10176578,10.1109/icetci57876.2023.10176578,,IEEE,"2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)",proceedings-article,,,,,325-328,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icetci57876.2023.10176578,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671939+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01008,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/icetci57876.2023.10176578,False,True,False,False
2026-07-09T184559Z_780688a_R001577,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/mdat.2025.3647759,DiffLight: Generative Diffusion Model Acceleration With Silicon Photonics,difflight generative diffusion model acceleration with silicon photonics,,Tharini Suresh; Salma Afifi; Sudeep Pasricha,Tharini Suresh,2026-04-01,2026,2026-02-27,10.1109/mdat.2025.3647759,10.1109/mdat.2025.3647759,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Design &amp; Test,journal-article,2168-2356; 2168-2364,,43,2,92-100,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/mdat.2025.3647759,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671957+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01009,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/mdat.2025.3647759,False,True,False,False
2026-07-09T184559Z_780688a_R001578,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/access.2024.3474056,Enhancing Global Model Performance in Federated Learning With Non-IID Data Using a Data-Free Generative Diffusion Model,enhancing global model performance in federated learning with non iid data using a data free generative diffusion model,,Mohammadreza Najafi; Masoud Daneshtalab; Jeong-A Lee; Ghazal Saadloonia; Seokjoo Shin,Mohammadreza Najafi,2024-01-01,2024,2024-10-18,10.1109/access.2024.3474056,10.1109/access.2024.3474056,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Access,journal-article,2169-3536,,12,,148230-148239,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,True,https://doi.org/10.1109/access.2024.3474056,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671977+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01010,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/access.2024.3474056,False,True,False,False
2026-07-09T184559Z_780688a_R001579,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/mwc.2025.3625127,Federated Generative Diffusion Model for Secure Communications,federated generative diffusion model for secure communications,,Ziheng Tong; Jingjing Wang; Xin Zhang; Chunxiao Jiang; Jianwei Liu; Mérouane Debbah,Ziheng Tong,2025-01-01,2025,2025-11-17,10.1109/mwc.2025.3625127,10.1109/mwc.2025.3625127,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Wireless Communications,journal-article,1536-1284; 1558-0687,,,,1-9,,,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html; https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/mwc.2025.3625127,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.671995+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=Institute of Electrical and Electronics Engineers (IEEE),D01011,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/mwc.2025.3625127,False,True,False,False
2026-07-09T184559Z_780688a_R001580,2026-07-09T184559Z_780688a,IEEE,Crossref,Crossref DOI-prefix search,Q08,"""quantum generative model"" diffusion",10.1109/icip55913.2025.11084365,A Generative Diffusion Model to Solve Inverse Problems for Robust in-NICU Neonatal MRI,a generative diffusion model to solve inverse problems for robust in nicu neonatal mri,,Yamin Arefeen; Brett Levac; Jonathan I. Tamir,Yamin Arefeen,2025-09-14,2025,2025-08-19,10.1109/icip55913.2025.11084365,10.1109/icip55913.2025.11084365,,IEEE,2025 IEEE International Conference on Image Processing (ICIP),proceedings-article,,,,,2193-2198,,,https://doi.org/10.15223/policy-029; https://doi.org/10.15223/policy-037,True,https://doi.org/10.1109/icip55913.2025.11084365,,,data/raw/2026-07-09T184559Z_780688a/ieee_crossref/Q08_10_1109_page0.json.gz,2026-07-09T18:46:49.672011+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1109; publisher=IEEE,D01012,IEEE,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,IEEE,Q08,10.1109/icip55913.2025.11084365,False,True,False,False
