record_id,run_id,database_scope,retrieval_source,retrieval_method,query_id,query_text,source_record_id,title,title_normalized,abstract,authors,first_author,publication_date,year,updated_date,doi,doi_normalized,arxiv_id,publisher,container_title,document_type,issn,isbn,volume,issue,pages,subjects,categories,license,is_open_access,landing_page_url,abstract_url,pdf_url,raw_source_file,retrieved_at_utc,relevance_score,positive_matches,negative_matches,score_explanation,topic_class,publisher_validation,publisher_validation_reason,duplicate_group_id,merged_sources,screening_status,exclusion_reason,notes,legacy_notebook_source,legacy_notebook_included,legacy_notebook_relevance_score,legacy_notebook_topic_class,legacy_notebook_query,retrieval_status,contains_quantum_term,contains_diffusion_model_term,contains_generative_term,contains_quantum_computing_context,contains_physical_diffusion_only,contains_schrodinger_only,contains_score_matching_in_unrelated_context,crossref_query_match_quality
2026-07-09T184559Z_780688a_R000043,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2506.15331,"Naive parton picture for kaon color transparency in $A(e,e'K^+)$",naive parton picture for kaon color transparency in a e e k,"Nuclear transparency in the electronuclear reaction $A(e,e'K^+)$ is investigated in parallel with our previous study of pion transparency in Phys.\ Rev.\ C {\bf 111}, 064608 (2025). Based on an extended Glauber framework that incorporates shadowing from the initial-state two-step process, kaon color transparency (CT) is analyzed to show that the steeper $Q^2$ dependence observed for kaon CT, compared with the pion case, is more naturally described by the naive parton model (NPM) than by the quantum diffusion model (QDM). The inclusion of initial-state shadowing further reduces the transparency and improves the agreement with the experimental data. The $Q^2$ and $A$ dependences of the kaon transparency are presented up to $Q^2=10$~GeV$^2/c^2$, together with the corresponding $α(Q^2)$ and the supplementary ratio $T_A/T_C$, for comparison with the Jefferson Lab (JLab) data obtained with the 6-GeV electron beam on $^{12}$C, $^{63}$Cu, and $^{197}$Au nuclei.",Kook-Jin Kong; Tae Keun Choi; Byung-Geel Yu,Kook-Jin Kong,2025-06-18T10:11:08Z,2025,2026-05-06T07:56:12Z,10.1088/1674-1137/ae6b20,10.1088/1674-1137/ae6b20,2506.15331,arXiv,"Chin. Phys. C 50, 084106 (2026)",preprint,,,,,,,nucl-th; hep-ph,,,https://arxiv.org/abs/2506.15331v4,https://arxiv.org/abs/2506.15331v4,https://arxiv.org/pdf/2506.15331v4,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519362+00:00,12.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6,,score=12; positives=3; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,False,False,False,False,medium
2026-07-09T184559Z_780688a_R000044,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2505.22193,Physics-inspired Generative AI models via real hardware-based noisy quantum diffusion,physics inspired generative ai models via real hardware based noisy quantum diffusion,"Quantum Diffusion Models (QDMs) are an emerging paradigm in Generative AI that aims to use quantum properties to improve the performances of their classical counterparts. However, existing algorithms are not easily scalable due to the limitations of near-term quantum devices. Following our previous work on QDMs, here we propose and implement two physics-inspired protocols. In the first, we use the formalism of quantum stochastic walks, showing that a specific interplay of quantum and classical dynamics in the forward process produces statistically more robust models generating sets of MNIST images with lower Fréchet Inception Distance (FID) than using totally classical dynamics. In the second approach, we realize an algorithm to generate images by exploiting the intrinsic noise of real IBM quantum hardware with only four qubits. Our work could be a starting point to pave the way for new scenarios for large-scale algorithms in quantum Generative AI, where quantum noise is neither mitigated nor corrected, but instead exploited as a useful resource.",Marco Parigi; Stefano Martina; Francesco Aldo Venturelli; Filippo Caruso,Marco Parigi,2025-05-28T10:11:48Z,2025,2025-05-28T10:11:48Z,,,2505.22193,arXiv,,preprint,,,,,,,quant-ph; cond-mat.dis-nn; cs.AI; cs.CV; cs.LG,,,https://arxiv.org/abs/2505.22193v1,https://arxiv.org/abs/2505.22193v1,https://arxiv.org/pdf/2505.22193v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519390+00:00,18.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum generative\b:6,,score=18; positives=4; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000045,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2501.11174,Quantum Latent Diffusion Models,quantum latent diffusion models,"The introduction of quantum concepts is increasingly making its way into generative machine learning models. However, while there are various implementations of quantum Generative Adversarial Networks, the integration of quantum elements into diffusion models remains an open and challenging task. In this work, we propose a potential version of a quantum diffusion model that leverages the established idea of classical latent diffusion models. This involves using a traditional autoencoder to reduce images, followed by operations with variational circuits in the latent space. To effectively assess the benefits brought by quantum computing, the images generated by the quantum latent diffusion model have been compared to those generated by a classical model with a similar number of parameters, evaluated in terms of quantitative metrics. The results demonstrate an advantage in using a quantum version, as evidenced by obtaining better metrics for the images generated by the quantum version compared to those obtained by the classical version. Furthermore, quantum models continue to outperform even when considering small percentages of the dataset for training, demonstrating the quantum's ability to extract features more effectively even in a few shot learning scenario.",Francesca De Falco; Andrea Ceschini; Alessandro Sebastianelli; Bertrand Le Saux; Massimo Panella,Francesca De Falco,2025-01-19T21:24:02Z,2025,2025-01-19T21:24:02Z,10.1007/s42484-024-00224-6,10.1007/s42484-024-00224-6,2501.11174,arXiv,"Quantum Machine Intelligence, Vol. 6, No. 2, Article No. 85, pp. 1-20, ISSN: 2524-4906, Springer Nature, Switzerland, December 2024",preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2501.11174v1,https://arxiv.org/abs/2501.11174v1,https://arxiv.org/pdf/2501.11174v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519414+00:00,18.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum generative\b:6,,score=18; positives=4; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000046,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2412.21082,Quantum Diffusion Model for Quark and Gluon Jet Generation,quantum diffusion model for quark and gluon jet generation,"Diffusion models have demonstrated remarkable success in image generation, but they are computationally intensive and time-consuming to train. In this paper, we introduce a novel diffusion model that benefits from quantum computing techniques in order to mitigate computational challenges and enhance generative performance within high energy physics data. The fully quantum diffusion model replaces Gaussian noise with random unitary matrices in the forward process and incorporates a variational quantum circuit within the U-Net in the denoising architecture. We run evaluations on the structurally complex quark and gluon jets dataset from the Large Hadron Collider. The results demonstrate that the fully quantum and hybrid models are competitive with a similar classical model for jet generation, highlighting the potential of using quantum techniques for machine learning problems.",Mariia Baidachna; Rey Guadarrama; Gopal Ramesh Dahale; Tom Magorsch; Isabel Pedraza; Konstantin T. Matchev; Katia Matcheva; Kyoungchul Kong; Sergei Gleyzer,Mariia Baidachna,2024-12-30T17:00:54Z,2024,2024-12-30T17:00:54Z,,,2412.21082,arXiv,,preprint,,,,,,,quant-ph; cs.LG; hep-ph,,,https://arxiv.org/abs/2412.21082v1,https://arxiv.org/abs/2412.21082v1,https://arxiv.org/pdf/2412.21082v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519437+00:00,18.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=18; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000047,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2411.15973,Enhancing Quantum Diffusion Models with Pairwise Bell State Entanglement,enhancing quantum diffusion models with pairwise bell state entanglement,"This paper introduces a novel quantum diffusion model designed for Noisy Intermediate-Scale Quantum (NISQ) devices. Unlike previous methods, this model efficiently processes higher-dimensional images with complex pixel structures, even on qubit-limited platforms. This is accomplished through a pairwise Bell-state entangling technique, which reduces space complexity. Additionally, parameterized quantum circuits enable the generation of quantum states with minimal parameters, while still delivering high performance. We conduct comprehensive experiments, comparing the proposed model with both classical and quantum techniques using datasets such as MNIST and CIFAR-10. The results show significant improvements in computational efficiency and performance metrics such as FID, SSIM and PSNR. By leveraging quantum entanglement and superposition, this approach advances quantum generative learning. This advancement paves the way for more sophisticated and resource-efficient quantum diffusion algorithms capable of handling complex data on the NISQ devices.",Shivalee Shah; Mayank Vatsa,Shivalee Shah,2024-11-24T20:14:57Z,2024,2024-11-24T20:14:57Z,,,2411.15973,arXiv,,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2411.15973v1,https://arxiv.org/abs/2411.15973v1,https://arxiv.org/pdf/2411.15973v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519457+00:00,21.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum generative\b:6; \bquantum circuit(s)?\b:3,,score=21; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000048,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2411.04217,Quantum Diffusion Models for Few-Shot Learning,quantum diffusion models for few shot learning,"Modern quantum machine learning (QML) methods involve the variational optimization of parameterized quantum circuits on training datasets, followed by predictions on testing datasets. Most state-of-the-art QML algorithms currently lack practical advantages due to their limited learning capabilities, especially in few-shot learning tasks. In this work, we propose three new frameworks employing quantum diffusion model (QDM) as a solution for the few-shot learning: label-guided generation inference (LGGI); label-guided denoising inference (LGDI); and label-guided noise addition inference (LGNAI). Experimental results demonstrate that our proposed algorithms significantly outperform existing methods.",Ruhan Wang; Ye Wang; Jing Liu; Toshiaki Koike-Akino,Ruhan Wang,2024-11-06T19:25:06Z,2024,2024-11-06T19:25:06Z,,,2411.04217,arXiv,,preprint,,,,,,,cs.LG; cs.AI,,,https://arxiv.org/abs/2411.04217v1,https://arxiv.org/abs/2411.04217v1,https://arxiv.org/pdf/2411.04217v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519476+00:00,19.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3,,score=19; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000049,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2409.05129,"Nuclear transparency and shadowing of the two-step process in the $A(e,e'π^+)$ reaction",nuclear transparency and shadowing of the two step process in the a e e reaction,"We investigate nuclear transparency induced by pion electroproduction on nuclei, $A(e,e'π^+)$, with our interest in the role of the two-step process in the Glauber multiple scattering theory. Based on the framework in which the quantum diffusion model is incorporated into the Glauber theory, the experimental data in the range of photon virtuality $0.5< Q^2< 10$ GeV$^2/c^2$ are analyzed, including the recent JLab data at the 6 GeV electron beam together with the proposal for the 12 GeV upgrade. Application of the quantum diffusion model during the formation length of the quark/antiquark $(q\bar{q})$ structure of a pion reproduces the increase in the nuclear transparency up to high $Q^2$, showing evidence of color transparency. In contrast, through the coherent length of the $γ^*$ fluctuation into $ρ^0$, the two-step process with the $ρN$ scattering cross section chosen to be $σ_{ρN}=σ_{πN}$ contributes to a reduction of the nuclear transparency in the whole range of $Q^2$. Combined with the one-step process (direct photon coupling) usually adopted in the original formulation of the Glauber theory, this reaction mechanism provides another source of the $Q^2$ dependence of the transparency at low virtualities through the shadowing in the initial state interaction. By the further absorption due to the shadowing, a better agreement is obtained with the pion transparency measured in the $A(e,e'π^+)$ reaction for $^{12}$C, $^{27}$Al, $^{63}$Cu, and $^{197}$Au nuclei. A discussion of the $Q^2$ dependence of the parameter $α$ for the transparency $T_A=A^{α-1}$ is given.",Tae Keun Choi; Kook-Jin Kong; Byung-Geel Yu,Tae Keun Choi,2024-09-08T15:18:42Z,2024,2025-06-09T16:52:28Z,,,2409.05129,arXiv,,preprint,,,,,,,nucl-th; hep-ph,,,https://arxiv.org/abs/2409.05129v7,https://arxiv.org/abs/2409.05129v7,https://arxiv.org/pdf/2409.05129v7,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519508+00:00,12.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6,,score=12; positives=3; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,False,False,False,False,medium
2026-07-09T184559Z_780688a_R000050,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2402.16147,Towards Efficient Quantum Hybrid Diffusion Models,towards efficient quantum hybrid diffusion models,"In this paper, we propose a new methodology to design quantum hybrid diffusion models, derived from classical U-Nets with ResNet and Attention layers. Specifically, we propose two possible different hybridization schemes combining quantum computing's superior generalization with classical networks' modularity. In the first one, we acted at the vertex: ResNet convolutional layers are gradually replaced with variational circuits to create Quantum ResNet blocks. In the second proposed architecture, we extend the hybridization to the intermediate level of the encoder, due to its higher sensitivity in the feature extraction process. In order to conduct an in-depth analysis of the potential advantages stemming from the integration of quantum layers, images generated by quantum hybrid diffusion models are compared to those generated by classical models, and evaluated in terms of several quantitative metrics. The results demonstrate an advantage in using a hybrid quantum diffusion models, as they generally synthesize better-quality images and converges faster. Moreover, they show the additional advantage of having a lower number of parameters to train compared to the classical one, with a reduction that depends on the extent to which the vertex is hybridized.",Francesca De Falco; Andrea Ceschini; Alessandro Sebastianelli; Bertrand Le Saux; Massimo Panella,Francesca De Falco,2024-02-25T16:57:51Z,2024,2024-02-25T16:57:51Z,10.1007/s13218-024-00858-5,10.1007/s13218-024-00858-5,2402.16147,arXiv,"KI - Künstliche Intelligenz, Vol. 38, No. 4, pp. 311-326, 2024",preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2402.16147v1,https://arxiv.org/abs/2402.16147v1,https://arxiv.org/pdf/2402.16147v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519532+00:00,12.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6,,score=12; positives=3; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,True,False,False,False,high
2026-07-09T184559Z_780688a_R000051,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2401.07049,Quantum Denoising Diffusion Models,quantum denoising diffusion models,"In recent years, machine learning models like DALL-E, Craiyon, and Stable Diffusion have gained significant attention for their ability to generate high-resolution images from concise descriptions. Concurrently, quantum computing is showing promising advances, especially with quantum machine learning which capitalizes on quantum mechanics to meet the increasing computational requirements of traditional machine learning algorithms. This paper explores the integration of quantum machine learning and variational quantum circuits to augment the efficacy of diffusion-based image generation models. Specifically, we address two challenges of classical diffusion models: their low sampling speed and the extensive parameter requirements. We introduce two quantum diffusion models and benchmark their capabilities against their classical counterparts using MNIST digits, Fashion MNIST, and CIFAR-10. Our models surpass the classical models with similar parameter counts in terms of performance metrics FID, SSIM, and PSNR. Moreover, we introduce a consistency model unitary single sampling architecture that combines the diffusion procedure into a single step, enabling a fast one-step image generation.",Michael Kölle; Gerhard Stenzel; Jonas Stein; Sebastian Zielinski; Björn Ommer; Claudia Linnhoff-Popien,Michael Kölle,2024-01-13T11:38:08Z,2024,2024-01-13T11:38:08Z,,,2401.07049,arXiv,,preprint,,,,,,,quant-ph; cs.CV,,,https://arxiv.org/abs/2401.07049v1,https://arxiv.org/abs/2401.07049v1,https://arxiv.org/pdf/2401.07049v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519553+00:00,29.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bquantum machine learning\b:4; \bquantum circuit(s)?\b:3; \bvariational quantum\b:3,,score=29; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000052,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2311.15444,Quantum Diffusion Models,quantum diffusion models,"We propose a quantum version of a generative diffusion model. In this algorithm, artificial neural networks are replaced with parameterized quantum circuits, in order to directly generate quantum states. We present both a full quantum and a latent quantum version of the algorithm; we also present a conditioned version of these models. The models' performances have been evaluated using quantitative metrics complemented by qualitative assessments. An implementation of a simplified version of the algorithm has been executed on real NISQ quantum hardware.",Andrea Cacioppo; Lorenzo Colantonio; Simone Bordoni; Stefano Giagu,Andrea Cacioppo,2023-11-26T22:07:12Z,2023,2023-11-26T22:07:12Z,,,2311.15444,arXiv,,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2311.15444v1,https://arxiv.org/abs/2311.15444v1,https://arxiv.org/pdf/2311.15444v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519570+00:00,15.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bquantum circuit(s)?\b:3,,score=15; positives=4; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000053,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2208.08832,"Color coherence effects in the reaction $d(p,2p)n$",color coherence effects in the reaction d p 2p n,"The hard proton knock-out by the proton from the deuteron at relativistic energies is considered with a focus on the color transparency (CT) effect which influences the initial and final state interactions. The calculations are performed in the framework of the generalized eikonal approximation supplemented by the quantum diffusion model of CT. The main results of the previous calculations [1] at the beam momentum below 20 GeV/c are confirmed, including the dependence of the nuclear transparency on the transverse momentum of the spectator neutron, $p_{st}$, and on the relative azimuthal angle $φ$ between proton and neutron: absorption at $p_{st} < 0.2$ GeV/c and enhancement at $p_{st} > 0.3$ GeV/c due to rescattering on the neutron, the change of $φ$-dependence between these two regions, and the enhancement of CT effects with $p_{\rm lab}$. The study is then generalized to higher beam momenta, up to 75 GeV/c. It is shown that such behavior of the transparency is mainly preserved up to $p_{\rm lab}\simeq 50$ GeV/c, but changes significantly at higher beam momenta due to the interference of valence quark configurations of small and large sizes. As a result, the transparency at small $p_{st}$ exhibits oscillations as a function of the beam momentum (the nuclear filtering effect). The tensor analyzing power due to the longitudinal polarization of the deuteron is calculated. The event rate at NICA-SPD is estimated.",A. B. Larionov,A. B. Larionov,2022-08-18T13:50:16Z,2022,2022-12-21T08:22:29Z,10.1103/PhysRevC.107.014605,10.1103/physrevc.107.014605,2208.08832,arXiv,"Phys.Rev.C 107 (2023) 1, 014605",preprint,,,,,,,nucl-th; hep-ex; hep-ph; nucl-ex,,,https://arxiv.org/abs/2208.08832v2,https://arxiv.org/abs/2208.08832v2,https://arxiv.org/pdf/2208.08832v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519599+00:00,12.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6,,score=12; positives=3; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,False,False,False,False,medium
2026-07-09T184559Z_780688a_R000054,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q02,"all:""quantum diffusion models""",2011.14953,"Neutron tunneling: A new mechanism to power explosive phenomena in neutron stars, magnetars, and neutron star mergers",neutron tunneling a new mechanism to power explosive phenomena in neutron stars magnetars and neutron star mergers,"Neutron tunneling between neutron-rich nuclei in inhomogeneous dense matter encountered in neutron star crusts can release enormous energy on a short-timescale to power explosive phenomena in neutron stars. In this work we clarify aspects of this process that can occur in the outer regions of neutron stars when oscillations or cataclysmic events increase the ambient density. We use a time-dependent Hartree-Fock-Bogoliubov formalism to determine the rate of neutron diffusion and find that large amounts of energy can be released rapidly. The role of nuclear binding, the two-body interaction and pairing, on the neutron diffusion times is investigated. We consider a one-dimensional quantum diffusion model and extend our analysis to study the impact of diffusion in three-dimensions. We find that these novel neutron transfer reactions can generate energy at the amount of $\simeq 10^{40}-10^{44}$ ergs under suitable conditions.",Carlos A. Bertulani; Ronaldo V. Lobato,Carlos A. Bertulani,2020-11-30T16:26:45Z,2020,2021-03-23T21:17:45Z,10.3847/1538-4357/abf141,10.3847/1538-4357/abf141,2011.14953,arXiv,,preprint,,,,,,,nucl-th; astro-ph.HE; astro-ph.SR,,,https://arxiv.org/abs/2011.14953v2,https://arxiv.org/abs/2011.14953v2,https://arxiv.org/pdf/2011.14953v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q02_start0.xml,2026-07-09T18:45:59.519624+00:00,8.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6,\bneutron diffusion\b:-4,score=8; positives=3; negatives=1,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,False,False,False,False,False,medium
2026-07-09T184559Z_780688a_R000059,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q03,"all:""quantum denoising diffusion""",2607.07072,An Hybrid Quantum-Classical Diffusion Model for Image Generation,an hybrid quantum classical diffusion model for image generation,"Quantum diffusion models provide a physics-consistent route to generative learning by formulating noising and denoising directly on quantum states. However, applying such models to classical high-dimensional data is constrained by the qubit cost of state encoding and the computational burden of simulating large density operators. We propose a scalable hybrid generative pipeline that combines a classical autoencoder for dimensionality reduction with a mixed-state quantum denoising diffusion probabilistic model (MSQuDDPM) operating in the learned latent space. The autoencoder compresses data into compact latent codes that can be embedded into a small-qubit Hilbert space, after which the quantum diffusion model learns a generative distribution over latent density operators and decodes samples back to the original domain. Algorithmically, we simplify the reverse dynamics by predicting an estimate of the clean state $ρ_0$ at timestep $t$ and computing the one-step reverse update via an analytic backward propagation rule, rather than learning an explicit predictor for $ρ_{t-1}$. We demonstrate the proposed approach on MNIST image generation and discuss how mixed-state quantum diffusion can serve as a practical backbone for hybrid quantum--classical generative modeling under realistic qubit budgets.",Qipeng Qian; Keli Deng; Yuntao Qian,Qipeng Qian,2026-07-08T07:01:07Z,2026,2026-07-08T07:01:07Z,,,2607.07072,arXiv,,preprint,,,,,,,cs.LG,,,https://arxiv.org/abs/2607.07072v1,https://arxiv.org/abs/2607.07072v1,https://arxiv.org/pdf/2607.07072v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q03_start0.xml,2026-07-09T18:45:59.535574+00:00,27.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8,,score=27; positives=5; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000060,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q03,"all:""quantum denoising diffusion""",2603.02834,Identification of quantum generative circuits with parallel quantum neural network,identification of quantum generative circuits with parallel quantum neural network,"The rapid emergence of quantum technology has raised new challenges in distinguishing various quantum circuits of similar functions. In this work, we propose parallel quantum embedding neural network (ParaQuanNet) for the efficient identification of quantum generative circuits via classifications of the corresponding output data. Specifically, we generated W-like states with eight generative quantum circuits realizing the generative quantum denoising diffusion probabilistic models (QDDPM). Our ParaQuanNet can classify these eight classes of generated quantum data with an accuracy of {$99.5\%$}, even though all of them are trained to generate the same types of quantum data. With a novel design of parallel quantum embedding unit (PQEU) in our neural networks, our ParaQuanNet enables the quantum kernel circuit parallelly process all the receptive fields of quantum data, which empowers the quantum data processing efficiency. We also integrate the mutually unbiased measurements into our ParaQuanNet and further improve its performance. We apply our ParaQuanNet on the classification of classical data sets and demonstrate a good performance of quantum neural networks on these tasks. Our approach demonstrates good robustness to noisy data and the circuit-level noise with a Python realization in a classical GPU. Our results highlight ParaQuanNet as a scalable and effective framework for quantum circuits identification, contributing to the broader development of quantum machine intelligence.",Zheping Wu; Xiaopeng Huang; Hengyue Jia; Haobin Shi; Wei-Wei Zhang,Zheping Wu,2026-03-03T10:31:04Z,2026,2026-03-03T10:31:04Z,10.15302/frontphys.2026.113201,10.15302/frontphys.2026.113201,2603.02834,arXiv,https://journal.hep.com.cn/fop/EN/10.15302/frontphys.2026.113201,preprint,,,,,,,quant-ph,,,https://arxiv.org/abs/2603.02834v1,https://arxiv.org/abs/2603.02834v1,https://arxiv.org/pdf/2603.02834v1,data/raw/2026-07-09T184559Z_780688a/arxiv/Q03_start0.xml,2026-07-09T18:45:59.535610+00:00,34.0,quantum:3; diffusion:3; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bquantum generative\b:6; \bquantum neural network(s)?\b:4; \bquantum circuit(s)?\b:3,,score=34; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
2026-07-09T184559Z_780688a_R000061,2026-07-09T184559Z_780688a,arXiv,arXiv API,arXiv API search,Q03,"all:""quantum denoising diffusion""",2602.22061,Learning Quantum Data Distribution via Chaotic Quantum Diffusion Model,learning quantum data distribution via chaotic quantum diffusion model,"Generative models for quantum data pose significant challenges but hold immense potential in fields such as chemoinformatics and quantum physics. Quantum denoising diffusion probabilistic models (QuDDPMs) enable efficient learning of quantum data distributions by progressively scrambling and denoising quantum states; however, existing implementations typically rely on circuit-based random unitary dynamics that can be costly to realize and sensitive to control imperfections, particularly on analog quantum hardware. We propose the chaotic quantum diffusion model, a framework that generates projected ensembles via chaotic Hamiltonian time evolution, providing a flexible and hardware-compatible diffusion mechanism. Requiring only global, time-independent control, our approach substantially reduces implementation overhead across diverse analog quantum platforms while achieving accuracy comparable to QuDDPMs. This method improves trainability and robustness, broadening the applicability of quantum generative modeling.",Quoc Hoan Tran; Koki Chinzei; Yasuhiro Endo; Hirotaka Oshima,Quoc Hoan Tran,2026-02-25T16:09:50Z,2026,2026-03-01T07:27:23Z,,,2602.22061,arXiv,,preprint,,,,,,,quant-ph; cs.LG; nlin.CD,,,https://arxiv.org/abs/2602.22061v2,https://arxiv.org/abs/2602.22061v2,https://arxiv.org/pdf/2602.22061v2,data/raw/2026-07-09T184559Z_780688a/arxiv/Q03_start0.xml,2026-07-09T18:45:59.535635+00:00,37.0,quantum:3; diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bgenerative model(s)?\b:4; \bquantum generative\b:6,,score=37; positives=7; negatives=0,,valid,Retrieved from arXiv public API.,,,not_screened,,,False,False,,,,retrieved,True,True,True,True,False,False,False,high
